album_id,album_popularity,release_date
66JmbbLZuArxyL1FE7u5hf,39,2017-05-08
1xFxl3l2TR1gYA4lmjOior,32,2016-03-15
4Yf5LJfqpjgl1a4TBiCi07,37,2013-04-11
1HxDN8Ws2vMplMUiYu6Kxb,30,2015-11-13
6wJLXbJ645hpoAyAQBJveG,36,2017-07-14
5qt0Nnif8wnMMWJKxreAaV,33,2015-01-30
2oPxv0oJskRa7oJtQGVsUS,39,2017-08-04
0dpeqKCpdTmHnAmBmn5E98,37,2010-05-28
1cH2rhdhL0eb8PFlqRRP2a,35,2014-11-23
75Nc2FvrYrzu7UY4yNjX1O,31,2017-07-05
1st1nLzI6XNEZOy0iIyx38,37,2010-11-17
46nKDUcNFmBL8ASwFH3P94,40,2013
7EjMuPUN4ywuRfNNYPLalt,36,2010-08-23
6KwuXeYjkDgY4nBTjjQ5u1,34,2017-08-26
55PNTfzmbwIML1UlhKofnZ,48,2016-02-17
6V5BunPicV28JerIaK3QvL,32,2017-05-13
2phnBiQukTRuRRxzeKqMlH,31,2014-03-07
7DX7VSSz6rq2GqaxlrHMkV,56,2015-10-09
5CAfJkZS88sq08EZC62k5W,47,2017-04-21
06BotF7CerCXpcm5Km2uX7,31,2010-11-11
5fnHljZYaT4jOimatJ10JO,38,2014-03-13
0BrWPR65e6OpUPdsMOqTSP,31,2017-09-15
3VUtRqWj9ioL3XbnY4Y0IY,32,2017-10-15
00CYAyKNYKcxoszMmhAI6G,52,2016-03-25
6KiS2t3EapTmHSt9xGUqe7,40,2016-09-16
7gF74deMBvX9Bqyn5RCn8r,36,2014-09-15
5617XywlV7MnFtco0EuZTT,31,2013-12-17
5CPpHqMwhnMHHhTlf6bfiN,31,2013-01-01
6yTAn8RO7vd2UhIB06zAWk,33,2015-01-14
5xKnLMrFWsW6AccJ6Ju9NJ,41,2017-07-28
3ZtpOPSQuN6hOtAlyBJqFT,35,2014-01-04
4Hx5axN7HxCKRxSKYrAeaQ,38,2014-02-10
0VR0U8c34soFl7IWPyqqwY,32,2015-09-18
6HahUp9v0Hb4Aj1U07n8hC,30,2013
5LB041vQbr1dTe0fcTiyJg,37,2011-09-23
032arX7VC6xQ1WbR92jVoy,46,2017-07-07
1Psmz14dcKR0QEyoUeGxXP,32,2014-12-09
15m4i2vvpARQjb4LMkOx6a,35,2015-12-01
7vBi2LRD8WDSKVzeH2bJs7,36,2015-07-20
1HimPrGurKic1hNOSidwF2,45,2017-09-08
53N8W0HvCS5aITRvP7icJb,38,2014-09-15
31m8zVCPQh0x1bJualI5qO,44,2016-03-25
0CyP72ZFEPye0nh8L0ZqIo,30,2015-10-09
5EuTXlhCUvCkEoGvzmK8bu,33,2014-11-26
1FhNKaPWHYRTVqdjrWwL7K,43,2013-04-22
6NRxtdBR4hmD07oXOeMSes,33,2012-07-10
3Df0Vihuc0V8safXSEZeRr,36,2016-07-29
5FSnPT6UZ12u51UyDUPilx,30,2014-08-12
1khQHoHWfemMaJpmxCMaqJ,34,2017-03-24
1SmMZG7vu785rbGzFE9IPl,41,2016-10-05
1O8xNBUsof7oHre2GRFuL6,41,2014-12-11
58WvlSmvoKkrvUuZHw322D,32,2016-01-22
1ziNkIHkCp5WTkduPnjebN,35,2013-07-05
4ajpLE3OZXeXaCeh1DVxy1,41,2016-08-10
4gSoMEnVL0sZlROP2bDVqd,31,2016-01-13
1lkTR4EjkmnUANFwyMcIpf,33,2014-07-07
3IJ5RDbQeiWIf7Fo601JwE,31,2015-02-09
167XvgJWxuyx9KIa5pNqW4,48,2012-12-07
5KnAhtkUJl36Ygjdxi2Vt6,31,2015-08-05
5s0rmjP8XOPhP6HhqOhuyC,61,2016-12-09
1JeUwHeGyUNb33g86ol1eJ,47,2017-01-27
2rFSypPJFjXwxandSprnV6,32,2012-04-01
3yqcj5G3zkeXuWIx6cjQgx,39,2010-11-19
3Q2ojWYIEh9ASuJevLr64C,34,2014-09-30
1aCVUE2d7sVu0KZZnyPsZu,34,2017-09-04
0Qrc4264bXNnDbJ4ASWUsZ,35,2011-11-01
7CYDRyFCKtAYJBSpfovLyX,44,2013-11-09
1yEJRvVMeJD40BXtIUl0Me,45,2014-01-01
3pNUcYpxDYlqbLuxkqTl3q,46,2016-05-20
3ibqObJuR04lz0xlTKpC2p,41,2015-07-29
1O6ouUiZXpuAOjINj1JYul,43,2015-01-21
4bn5ct5jEmBPnlmYvYGJFP,41,2011-09-27
0XV3l88mHajJBib3WHYJKY,44,2016-12-13
4TcZpyEt3wrOtMdK0gknMz,34,2016-02-19
6GUuF2bujy8QXbrrogpiWh,37,2016-07-01
4GvDHEW1goHkqJbLJHzUUf,34,2011-01-01
3aLyPr8RJJ9K7SFedUvJnL,30,2015-06-15
3b8epe5o0Aw0wS8HAufhg0,35,2016-03-20
2oL78CzVNt1WXsa0Etvpo7,38,2013-06-11
3MPFezxnQlemyFzpB8VkRb,31,2016-04-22
5WdL1Z4BDkZzOCiLNTrnkZ,30,2013-02-16
7BdwEhKnoBH1hQDs6UF9gJ,31,2015-01-13
0cDtMoDHC3Pja0V1qrfBdT,41,2016-02-19
0Hsb2ji6oz9R8Q2Rd9St2M,36,2013-03-01
4aQI0KeN26jZ5bPQXKtfAa,30,2012-05-08
103zw9Qm9BRCdlb3mYsBOl,42,2013-11-19
6pmTwCb5SeTjV9wdnkbDo3,68,2015-12-04
0VWmEVuQ8tA5iA3cCTrgxa,47,2015-12-18
4UnvVPfqZqbORqVoedaK3N,34,2013-11-11
1jLD6zV1si5YCQ7y1oI2hu,34,2016-02-18
4lzJh3SkKDEPIwkYZmfsdO,44,2011
3oXEVu3gwToJRkE2xAW44a,33,2017-10-16
7vfuTRXIAYJz5Uc8SddnTr,52,2010-07-23
43zu5UfKXWQLRV99JG7f3Y,30,2014-04-14
7uq8J7jEEW54vtC62NA32S,33,2015-09-02
3RP7VHkY7hGawVk2K3OFAS,31,2014-11-24
0e6q1Il7NGRJLKnDW5svjy,30,2014-05-26
1wBFRaacNYmqfkidUZ0NtM,37,2012-01-01
76290XdXVF9rPzGdNRWdCh,58,2017-06-09
6EOOM2AjpR87sXwES9cnhx,30,2017-01-13
6Wa9UU70x85ldCo4aeYD2N,30,2015-05-26
0yoPn5qKwBRkR79QE9mXZB,34,2012-11-26
1JFmNyVPdBF1ECvv4fhpW4,53,2016-02-26
3QTf8El6QZguFiEWcKoI41,37,2014-07-01
4VeQjaMQmtpIQ48sVdo0Fs,31,2016-11-11
4rA1y7l62I627A69JFG1Vk,50,2013-07-26
5uYSlseJ2cclDwjEL4QJbH,39,2015-09-25
4azVkVe6yeIBhFVyECag4j,39,2013-10-31
6RZlF8O4l3XTtmfI3Nb58G,31,2014-08-13
0qjDs1pSBA36pw3qL57LAx,35,2014-01-01
4uFffuyzkWXx2VTSaZFkhV,33,2017-04-28
4kh8z2eXAIVogMSF3heOLY,30,2012-09-11
43v9cUsP5K0hvu9iyuAzmZ,50,2015-10-23
7MvLqEJ066ULDEcqrQUGIM,34,2017-10-06
3hUhvCs56OOSQEINZCDbQV,45,2015-07-01
1t35RmCT7TlQPEPvrUUUuv,33,2017-07-28
421AXhO4np8qzhiQ7hTDBI,42,2015-03-13
6ldc1HWw2mUV3lrJeTjqoB,43,2011-09-16
5uAlghTYqpxGsVaS7JE1e9,30,2014-09-19
4ML88AyBHneIkmTHJunWCC,36,2012-01-30
6ruIiJQxN1oHeJKq24M4Rn,44,2017-05-12
6hpn39yuudy9yBuKqhNDgF,40,2011-01-01
3Eh8Kx5JxLwXEDth78UGpR,51,2014-12-16
0PzcDkEDb9x7RFNzWYf1Fj,34,2011-06-03
5Mi8vSDmTyjL3yxsgUxrWm,41,2015-07-17
3bzQS5VipXiU0tClLC3rh7,31,2015-12-10
0VlrwygIqoI06z2BTCYuTq,36,2017-02-03
2vf1K6KumbRZnRHa1JeKyD,33,2013-01-21
0BCYrjKNyjIBRuH0nPcToQ,34,2014-11-10
6ed1a9UMAj76mV1NIj1gJ6,33,2011-03-29
1x96aRjKZkoWqhxNuNPAqK,35,2017-03-10
6VRBMd2t0mc6Kmsc0Cw86l,54,2012-12-15
4hFDcpvIU9F4OleRAR9nNZ,34,2016-05-27
2tH6218I88edYNdalBDlmn,39,2017-05-05
7IGKyfuDgE7Tq4CpLhBjqX,32,2017-05-26
56hP6z15XXhWqDJeJXFMUI,33,2017-03-19
61z9zG7jcyAySrKPWZa39M,53,2016-10-14
7cpdHFI1QRqKG9OmXJ0G9V,30,2015-09-11
30JbhlAXrxQH4hfjdFnhSR,41,2016-04-25
0j0EQ5lvPM9c0OqqIyaIBC,36,2016-06-10
582BvSmU6StxTJ4PmTR79j,45,2013
0r7wrRVD77lNrD9t2QgZrq,45,2017-09-08
3RL9u6GpQUCVEn2B6rz5Yo,37,2017-01-06
4dN8VmiUt9WVPDSReLWBvJ,30,2017-09-08
4HGEXvjkZ7KrlsHTaF6xkn,43,2016-08-05
1b20X9PDCrKCDlFA6mpiF5,50,2015-06-16
6ZHnlA5lXphSHoYLsQSYTd,48,2014-11-11
40iEM7X0ptJDDzFLgM1QRc,35,2014-12-31
2G4kkolVlo7QhPFcIvlda9,40,2013-06-10
63AS1gi3b6PVi0HgIKZ1eq,60,2016-11-18
1WqhPiJzM4X6Rn9zva8Rzz,40,2014-04-23
40GMAhriYJRO1rsY4YdrZb,61,2016-05-06
3gruMfuBf5Gc6oHhkyzGPH,35,2014-05-27
08912w1sEZbVmc4XZr40JE,32,2010-01-01
0v4EQZn8clJmIKltNv5h0Y,40,2017-08-04
5k7JaH84J9RFAhzrCugrUQ,48,2017-08-04
4qfJGidG7Pck1fmHBrY1KU,31,2013-11-25
3mBTrK6nqL2U2tMXfXya68,37,2014-08-21
4wHI7bZSdSQAbiVElWBlSO,31,2016-08-02
6FX3D3ksaiyM7YA8x91l9S,31,2013-04-01
3fNEWYYiDZwRqetk97GRKg,36,2014-04-25
2c49IwWfBsMlrLSsyzPoBf,36,2016-08-12
5YehGNJokAIS2SjYYGJJrz,35,2015-10-19
4j3fJaL0JbnryTbRBatQF4,32,2012-06-12
5humkj69QwOd1wBwmmMZq6,30,2012-10-17
2wCAuBLYukbn8Rir9MFmfL,41,2016-11-18
43piS14sRMH5nABIIv8Zj6,44,2016-04-07
0kBLr7BMiCtS6iPBbRNg6V,37,2011-06-07
3UQpOWkXC4KegU2sO3Nc4Q,41,2014-06-24
0Qfwzu4yfzVUIrBLittdDO,40,2013-12-10
332rbeyvixuVxaVsNoS02G,43,2010-01-11
59bag82BfK9Ltcx3VPaliM,40,2013-10-30
1JKqsdbwfOK1233EOT67ZM,36,2016-06-06
0YbpATCIng8Fz2JrfHmEf7,39,2016-07-08
61KmgYM8ILuilcWmzOSCgV,41,2015-07-25
29njH6pDF6JE65D2VJbAxW,40,2016-11-15
6apm4X0q2pHjkds1PMlGCR,49,2014-08-29
6b3I2bRA3TbSARWvOHlgBJ,48,2013-06-25
6t1NT9hDfx7V3B3fB3e9UK,50,2012-01-31
0XoABWx12FcnGbkZXuCsTs,32,2011
2cPpuYcfaL9t4CqPC8akAP,30,2011-01-01
72y65i3IZThNt4hyWTrc5n,49,2016-09-16
3LYJiRx2vxocmtxikxcnKN,42,2010-02-23
7gfAlQ4AdmgFArIE47hD7u,44,2015-08-14
3CRvJuhkYY3nmCiDpKmr3Y,49,2013
32TnznXk98yrckxIEllaZN,41,2017-03-03
191BU6Uvnf7oNTjO4n36Yu,38,2012-01-01
6S0BIiWtnqU0PtumXMpin0,58,2012-05-18
6X4zZpgFQRGQciwnYdmQ21,41,2017-04-28
17l7MIu0Jh0tdgK7or9ovw,53,2015-10-16
7MoXcGUrx7gzm95iSLAIHV,48,2016-06-14
3oTKDap11RDguBrN0WeySK,40,2013-02-19
63fPXLpTxvDR7LgSOZIaly,50,2013-09-24
62dtvPwt2JNDqtfPI7B7Aa,50,2016-04-01
2HatDWFqyd2cFNHX7wX7Yp,32,2015-04-18
4B0mVzwgm0IihR4Qzg82FO,38,2016-10-07
00s8Pe7l7PQMAtRbBDVV0d,37,2015-10-23
7c8KvAJrvdCxsIYvwRjBSR,30,2012-12-14
3ykTa8oJzxd7n6vplb3VTl,34,2016-01-22
2nGyrk4CKknFVjrEZQud7l,46,2016-09-23
1Rz7IpFTjsDETMTfrtEz6z,43,2015-10-28
4XulkQM2z0SZUrzAjsZNI0,30,2014-10-07
0BLe7iiUwRz3qlYVSvHPdS,38,2013-02-01
71C65HI7THrlkpHHa24YJX,34,2014-01-27
23FWluRqn2J7J4mtQ8dMvc,48,2014-02-05
1PqKeJJ5C79S4FfLvvFJtc,48,2013-03-25
5JpH5T1sCYnUyZD6TM0QaY,72,2015-08-14
46k4V5frUKFdFxP0R5jxbg,34,2012-09-07
5M8gr5RV2eR6UkztC69ogB,74,2013-01-01
0BXh1RvAg5pSJVhJBfI5Qb,37,2015-09-11
03GpsqlXxGidzoJld0UkiA,32,2016-12-27
7rcU5Nk3yzqINskBbJ4g29,47,2013-10-31
4rElchiQTu5HfFwheG8xlJ,40,2016-04-08
28Aru7ISGlwtqmnbLRnIq4,32,2010-04-13
1xRsnyytuSTf1rIxWV8m2r,47,2015-02-03
54bO9jrn1NExmpg6Afsc2A,49,2014-07-01
0TU6abraxYirexL1K6PDaR,35,2017-05-10
25Dqil85sRtH67ADs2GmrM,33,2010
1Mjuv5UjTnJrDA9bR0nfMN,47,2011-03-18
6nEIf1fbM3aTmFTNp4nMBM,30,2010-05-11
2lMgz2BBwwzkc9ZfNB9zYi,32,2013-10-29
28fJkC8VzTy7IXxTriq8fd,37,2014-10-17
1dKU3TRpFCRwcDAheqiyPe,38,2014-04-09
5nwJQfxDlmNQy7sJQDpbRm,41,2017-06-02
1SUZW2ye3X2OE6JgnPd8is,37,2014-08-25
65csCPagwDCwOKMmgZ86zU,34,2015-06-09
7xYiTrbTL57QO0bb4hXIKo,62,2017-07-21
7969zwJB8p021EBcCUjsv9,45,2015-09-18
1vxEYHEzZI2l1AyZOtVHKJ,36,2015-05-04
6JbaZX1WluHFINcw5P3cq2,37,2016-03-11
5pXBNUV5Z0MIiE3ExCnIpq,31,2014-03-20
3lnxGIRMSj6NKB16ijwbOH,41,2014-12-01
73TNMu44lT0m1h1Nn6Bfiq,54,2013-01-01
2PiBluFnnIZt2xbrQLX0ke,36,2014-01-13
0rIKUqPJltXod1Jk39RgIR,34,2012-02-21
6IoJeR8sKwmtTiLHK4kBxV,30,2012-04-23
19MmbEcj7NqppcIlQaaS32,40,2013-05-08
6WGWook6KDaOuOmhtSc9m5,36,2013
1n98cCidcYFGj668hdJXtE,35,2017-04-27
0fQY0Ttsq1LGXRhioi98HU,49,2016-03-04
5R2nwgdeqXb9VD3JpQSkuU,50,2016-03-25
5svarBVFxucNX27dwvBFpV,40,2017-04-11
2gahNXiDus3OTZd1zLoY8k,40,2015-01-01
08ibdX8K0GETv20UEku3sm,47,2016-10-14
6MJb2k5X1k25ebj7ZyixCb,48,2017-06-02
2xLlV76XJJc0H8dhqeeQNF,40,2016-09-23
3tGDxfvq1cBSlBFr302jMU,48,2012-11-10
4hhvgHjPqUOAYkclDkhL2T,37,2016-12-02
1yyCXBEu27Ia1Y3torWIwC,38,2016-11-18
7glwvxou64yQXBiZALusEH,30,2016-02-26
04djbQW5lHF6ZMcZQs0jBf,40,2015-10-23
4RhEJVjtGp7IRAfd0HvqG8,30,2017-01-27
0mkOUedmYlOzCC4tOm2v0c,39,2013
0tIyKS6ftGdNvonIhxXI7h,41,2010-01-01
6MQtWELG7aRX7CkAzQ6nLM,76,2010-10-01
382ObEPsp2rxGrnsizN5TX,38,2011-01-01
0qDok5cBPaNeTUkr0YvwjZ,34,2015-06-26
1l0jOyAvq12BpfGz6vnqof,38,2015-10-02
2P6uMaWL3sb6xOhJQrzXzu,40,2017-04-07
19FS8sUgAYUSN0p6K2g2ys,31,2016-01-28
1j1UlrNlRuJtzWpiDuG2u2,44,2015-07-17
3DdhE6I0wvt9YsEbCW3K0q,30,2014-12-09
2sCwWLX6DJgjCACS0iEBHD,51,2017-11-17
0VfNZpKsykX5WPuyEdBilR,32,2013-05-27
4y8VCv8bEgpdcGXzaGFcAi,45,2017-09-08
2oZ2yfQaU5IXwzlWu7vX7y,50,2013-10-21
0U2j0WaDMic6tJ8ijfhkpu,31,2014-10-14
6oWz2hJ89n9mKarg3SO9ou,41,2016-10-21
1l0aFrH24oPrQSqGtfeFyE,69,2010-01-01
07Ght6RYliCbCdKKbElmWK,51,2011-04-05
6SqDtq3R3bg4U1SwT6jOLy,45,2017-09-07
5gmYqZjyX50yWhiT31hUxJ,52,2016-05-20
6VH2op0GKIl3WNTbZmmcmI,37,2016-09-16
0YLgOv4Fi0UK3uKonJcdet,37,2017-09-22
6SQWwNCTTPmS1DaXQNRDOy,31,2015-11-13
0ZZI3LVdDTEz64AerlNAef,35,2011-03-26
4rJu3hBFAUqIAQOlSStJzO,46,2016-08-05
6lKrCQ7gXfj7f3pTKOGExM,31,2016-01-21
5yauUuXppqUj2ulor38hvI,41,2011-05-17
5lnQLEUiVDkLbFJHXHQu9m,45,2011-04-12
0mHkdMpUiBAT77jd7swTIF,35,2017-06-09
4hMqqOHorCn79YxfBB9eNL,42,2012-11-26
5Bp1EX2ypdFnJ5IUyiRl8w,57,2017-10-13
1NIRI1w0W0F9RKnxig6pIc,30,2011-06-20
7tIKqjL5USWo610gOz24Qa,35,2010-12-30
0BX7ynMvK1f0zcswbSdsgq,42,2012-12-15
4ljisoNarj0BpQSMIEv88L,62,2012-01-01
3NI4iMcRuNFYE836xTG2aZ,39,2011-02-16
6uti4rCskd79ei3rukTEm8,38,2015-01-06
6oGXALVuSmMjwfXZeOCw7e,39,2011-05-14
6gWX1I0duVU5lxBUqvmsYz,35,2014-11-30
03r4vM6mYd77CNlcE0EXUw,33,2013-04-02
6cfcdjtSR9ARnpnpwtEGaS,32,2015-08-30
1VANv2mWRaWMncF4Phkl0F,48,2012-05-29
7lkScvsKOs3isiwn8bXFos,34,2013-11-22
2KvJcb4FSNenirSFsu6r1V,31,2016-06-28
2FwUxt5jYvcQc3ZgZRaeEL,30,2017-03-01
6X1x82kppWZmDzlXXK3y3q,74,2011-11-15
1gTlg0IRm6oCpdf81m52te,39,2015-12-18
6rkNFPxSGJTgl1dBjFC004,48,2016-10-11
7Bb6rkwU4sc0XPfssMcMbV,37,2012-11-04
4SPHfSWibeoFCSdR4vd5QL,52,2010-05-25
1cEJjevoanT8DnuV4IsSzM,33,2015-07-20
69ctY5wPad54fhQJDvuZEB,35,2014-03-17
5pFtQFnWmGkQrcFlyA1H4V,32,2014-04-29
6fpKhXDlpWGwo6YHGQAF8k,30,2014-02-25
4g5NzMdGbeRjCDEJK4uwiu,50,2015-11-06
6Kssm2LosQ0WyLukFZkEG5,38,2013-01-01
50lmuZTx1lNcNFjY2cr3HB,36,2014-10-20
2Hd1HfX0cfU2n8yigDGat8,32,2013-08-15
3mwc5RiHDXgirCArUrt7HH,55,2016-10-27
30kLXHnSOPvv0yxOvBYo3i,30,2011-12-13
5R7HaEiSyuBBPReEyfX39C,61,2011-06-06
54dN5tEj9HX3WUwyHNIrQY,30,2013-12-15
2KwMBLrvM82Kxm18H5bxdw,34,2013-11-12
1PrqYZJRzGNf8AsSOraxnZ,35,2012-05-22
4HhinqNembckw2pMoDWAZ4,39,2013-06-10
0HedrVZF46qhiU0t0AwEY8,33,2011-05-24
4ywy3ahNM8FMH99Ueuf9ZA,50,2016-11-11
6jUadvmd8sF6uU4lF2E8Ho,41,2016-08-19
2VwM0gyT1tEpPMQXBpdfwm,31,2017-10-20
5ROZxrTzbDchljspuslQv2,35,2015-05-12
4USlzWutiBdOn7QwrF8ev0,38,2017-04-21
5fjHiq9unc4EnABB8VyfVc,38,2017-09-15
1e0Tqcfn0eqgFicrFFYNMl,50,2015-07-03
7bXOViTvx6EHXuYFuI2yfj,44,2014-05-19
2LokHqCckCXxxm2wLhhJSM,34,2013-03-27
6WgxIWDCnLtIaDYHHsJCIh,67,2017-08-25
0zV6u0B6tozejS9ol4rfca,44,2012-10-19
1hIWkw4oviD5KkaMMJNoLd,33,2015-10-16
1L6Lx3xEDkUsW6OwXbxzeu,34,2016-06-17
0hvQktrWrmT4V51FIQyMpA,30,2012-11-23
0OSYZ7EMRs14RPvwowd13F,33,2017-06-02
7BagySvnOa3RQONCo7oJbx,54,2014-02-11
6aDRCnCbuqY7NkerfUcyp7,39,2016-04-05
643oZFUaO731jy4EcmICWi,42,2014-05-11
7I5kGHQnlakHH5OojEfRbw,42,2014-05-10
0Hzx5qahFYpoxFlNz0iHrK,32,2014-08-07
2lga269hb1nzTNI2YrC5IZ,34,2016-05-30
7bYeeLp33ix2DiyM8f5It6,46,2010-10-26
08Bdvah5BgcjmxWymrV9Bl,39,2011-05-22
0gmsXcmrcnxdZBrD5EyJEL,38,2014-09-18
0UwpSCPnNPksM1meQJnBAF,38,2014-01-01
5se7J0zVDdu3lH5dcw3ael,52,2011-11-22
6uwfQz4ZsOX5VZ2cj8KmfX,40,2016-11-04
21wMUhXhWLew2zsWQhlYEM,30,2010-04-12
4bePJNQoFZ2FhPHgBPmvbv,39,2012-10-22
1L25xMsuDCuBcb0rJnggWr,53,2016-04-26
0ShnVtpw8BRsf8vzHVQvas,44,2016-11-11
6Nrmlwyol8cvyHcBVhd7dM,41,2017-07-03
4hIIaKSEvDXs8tbd4SZf1u,31,2014-01-02
6JaAs0LDI0AyrZhhx3kRJz,30,2016-04-16
2aaWMtuGxw17AZpKhZGdXQ,56,2015-04-25
1C1wp0FcQRAU74VfkDWwSV,43,2016-06-01
0TfIxsu5PqsIXzGRmqm9kX,45,2011-06-28
0TT7gSYro7GSKZwUlPefBf,45,2015-01-28
4MyaABQub4NCb6r7vFWT7y,53,2011-07-01
7E6ctLR5KdMHeM3Y83BbYw,34,2012-11-13
4m8XN9CKqve1ExYBnNu5kt,44,2016-01-29
5B9X7rNPTZyiLdPHvHWkbq,55,2012-07-01
0rJTBlaSFLzkOFgFkbEO5j,30,2016-03-18
42evhvi7BTgxduTP2G4lyM,33,2017-04-07
5fegOY9uPTICrzwwdfx9me,40,2014-11-07
4sbOSN1tcN8i0ZG1ilDvNM,44,2012-12-07
3mCFgW3TWFsRTD1Kc1yEtO,52,2011-02-01
0YHfbeTtt3LAaOgsbd3h6z,30,2011-10-11
3jKITc4vEht1Bk6Km1cJKW,43,2017-01-13
3McJzWoX8PR6Y3rPWoLUMZ,33,2016-06-10
2nEjg7MZVMmWJ3Biuw2k0g,31,2015-10-30
7rgBclppfeqswDB999oa6y,39,2015-07-02
2VHXKpkQNthOvzq6TVEq3A,40,2016-07-08
1pMGzQhiuZza2D7fspNkUi,40,2015-11-27
5F2H95WOCUFd0WRNrYBesW,36,2012-01-01
4vFEJY73cgVM9GrSzrm3po,37,2014-05-13
31ijpN3FryTPMy3RYdsjsw,50,2017-03-03
7j2vXAwozfXF6ZQ9L19YdK,33,2010-10-05
0ofY6znb0csUQyTVv0eXPR,34,2017-06-21
57QGgDgbSf0Ij3QP41jF8D,38,2012-01-01
4VQmvFXtedFUYt6gQ3drSc,41,2012-11-13
0dimpeFX6avE5XJYWvoHGw,39,2013-01-05
4JfG1qKkXQXB8yoty80vNC,35,2010-10-10
6Dfcz4LZeO2WsYiyJbynHg,37,2014-05-01
7klN6mp4akAtXwwJms5Lcy,34,2016-09-02
25R1taAF7pOKeLJgojKIpG,33,2016-02-05
3MfTllqbkiNWZuaxoenGhC,62,2010-01-28
5fl6q7SKOuaO2tHXeTaZeV,58,2011-01-01
78xdXx85GxYUezK9kGO3yd,46,2012-05-01
7gDU8W7H50vfNL4Dlw9MRt,55,2016-10-18
3CGyycOFXeY4vEweqPanUc,41,2012-05-16
6fUaNt0AzVbijjbk5IBoBA,39,2012-09-28
5vI1UvJLIPAKf1kvzgPaTO,33,2015-10-09
6bRMknojXPVfD1hCWUPB8V,54,2015-02-03
4geYndElJeGBAbihVPelZY,39,2016-01-15
3VXTgHkhZWYz9qzIY1PXKD,39,2013-04-02
7bpzruCjMPalWSVVLwLHhQ,36,2013-08-26
3qanmly9I3vfv593JutFbB,48,2012-08-27
1RYBZgwSVD3211dmEI1PhD,34,2014-01-01
0aqG3e2e7cqcYitynssLLU,41,2014-08-20
0oDDkafimkfmBVssJF2X64,44,2015-10-23
2ZkF6zANeekBDgwMFGLIlf,58,2010-10-22
7iReNVXejUYIkrhZLCQN9T,40,2017-03-07
6Iu8toVsvCc3I4INxYiVIy,36,2011-02-14
2h5LDCGJCWUyaoEXQZHky6,36,2016-06-22
082BH67sSIDefLxUp8GgNm,34,2012-08-28
55uno9tUFr9N5Gq5Rnzfwd,65,2017-06-26
12UVmt96lb4iU1awxRnoMB,56,2014-10-20
0xAT19PSU54ExVPjdt2kTI,45,2016-04-20
12Np842rdMCgCRfzOJZxiA,47,2017-09-01
5PltkUc68UtX8ZOWRQV8Qw,37,2016-09-30
5iH1vmioHtV8EGOF9aIGBm,38,2013-05-21
5gRwx5vpeXUA75GmuqwByn,44,2015-09-11
4gYYnEN41doINCMXvAi9V8,33,2010-03-22
10dFyMDp4bVDX5nqXJFdUk,36,2012-12-11
0OVCvZW4YHPLZKRVEvd7Oa,40,2016-03-18
4WZt91NWvfkkJsesFbIhQk,30,2011-05-17
2LkWHNNHgD6BRNeZI2SL1L,49,2014-06-27
31CFF4SUTpGpcPoACFQ6K7,32,2012-01-01
4NyunR1H9oTh53OTEktFBO,38,2011-04-26
324LXtvXAeKBeDIN1NkGuG,53,2016-11-11
5sKerX6ARm7GpNCggJ9z3t,42,2012-04-24
4Xo1PQX6kP7E4VJjcrwCuw,30,2010-04-25
1swTtBUXzaYRKMAPKukzwx,41,2015-04-14
4oN3woSLFWiuf1tS3BmQRp,36,2013-05-13
3HnNyOdm1T23RfhXl78CLt,32,2016-02-19
2iJfdLwCiFOcVD6T42393M,32,2017-10-09
41GteJOSR9ItDaAltqpaGd,37,2013-05-11
0kaULzpPe7UGxacdVaVtOJ,32,2014
1SiSNGAf4CVJgF63NJyTw9,63,2016-08-12
0KlFDQwKEwXt70Gdl0L8KE,35,2014-09-11
4oSEzHyFCgU9NP7TBWa2qj,33,2016-06-10
35UcF0fsrd9r3EJElSMG7Q,34,2014-08-08
0dIYBkNpcKisysENNEnNWh,32,2017-10-06
1S1OiMHdZpEZ0gOo8DTOo1,42,2017-03-24
3CM7IAJoKnqx9rl70pq1xV,55,2010
2HQsmpOs5a2hyOcklWmnAV,38,2016-10-19
7mkN6sP8t2aa9ReN8Ir1oR,33,2015-01-01
0cRTPyV93KGOtBUMGTfp2b,43,2017-08-04
2taCIMO9i00u0euzw9av9h,50,2017-01-08
2YK6DWg1bWnYmuS38MpZFU,34,2017-03-10
2Ak03lpgayoMATakQboxLn,35,2016-02-17
3NCEDmtJcN27K962nPBBmH,32,2015-03-03
0z3nweFUGrzH2UZ0pohPAn,36,2010-11-22
2O1eye3JacqELubyVNzxfQ,40,2016-12-23
6JyOJ5Vc9qCxVRDIOyftm5,39,2015-10-23
2t9TlsYchqDdr0n2TTF6s0,56,2014-09-08
2mUQFimneqNHEAh8TL0Jug,38,2011-09-13
6a65mffb2f87mujO74EA12,42,2014-10-31
66JBV8UizalidC3twuqK1z,31,2014-07-01
5kiSx7TJxFSJc4AwwFqJzz,36,2012-10-15
412dGDG8nLUngf5yWgVUQ2,30,2012-07-27
3nZrIskMQdaS5KWw45PIjd,34,2017-05-12
1ivkZkfGqLU1Rf8E92hxwf,30,2015-01-01
2mfQMCY9GF34zQ8bqhIrmQ,55,2012-12-28
1gWre6I0Dc8gn10rKCY0sJ,34,2011-01-01
4LOpELq9O4yc5EhgNlXMpa,44,2013-01-01
0q7SIixmiava8E6v9BO8xs,33,2016-09-23
