artist_id,name,genres,popularity
5kSJMVPcTITrSZxTrHllVN,Vanesa Martin,"['latin arena pop', 'latin pop', 'pop flamenco', 'spanish pop', 'spanish pop rock']",64
3ohmouyL3xWW70OiC5ATDI,Shaman's Dream,"['healing', 'high vibe', 'kirtan', 'meditation', 'shamanic', 'world fusion']",41
2MP8WZJfOjxzEfqsIBsRnH,Dirty Dike,"['uk alternative hip hop', 'uk hip hop']",41
3NH8t45zOTqzlZgBvZRjvB,PNL,"['french hip hop', 'pop urbaine']",74
6e2u9HgI4qz8Dzr7WBM3o1,Stitches,['miami hip hop'],46
27w1NoOLMX7tJMYqcetPyG,VIC MENSA,"['chicago rap', 'conscious hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop']",59
2fqeW1UtOlUpnobQYoRt5s,Besnine,[],25
6QtGlUje9TIkLrgPZrESuk,Steve Miller Band,"['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'psychedelic rock', 'rock', 'singer-songwriter', 'soft rock']",65
1HhSYZFNNPTTZuOlSfZUJP,Salt Cathedral,"['colombian indie', 'latintronica', 'vapor pop']",35
1CF8aEN939swnuIZGFI7Hk,The Word Alive,"['melodic metalcore', 'metalcore', 'post-screamo', 'screamo', 'trancecore']",57
71th4FPdhGaAHVeng0LfRt,Cavern of Anti-Matter,"['chamber psych', 'hauntology', 'neo-kraut', 'neo-psychedelic']",29
0JDkhL4rjiPNEp92jAgJnS,Roy Orbison,"['adult standards', 'brill building pop', 'bubblegum pop', 'mellow gold', 'rock-and-roll', 'rockabilly']",63
7o96HO2zrujyATtVsqGhh3,Goth Babe,"['indie rock', 'modern rock']",60
1sBkRIssrMs1AbVkOJbc7a,Rick Ross,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",76
1km0R7wy712AzLkA1WjKET,Biffy Clyro,"['modern rock', 'rock', 'scottish rock']",59
6wAdcWMCHvamfged5FsKBD,Los Daniels,"['latin alternative', 'latin rock', 'mexican indie', 'mexican rock', 'rock en espanol']",48
1NU9Em6e8dDo36Js6nEo3t,A Rocket To The Moon,"['alternative pop rock', 'neon pop punk', 'pixie', 'pop emo', 'pop punk', 'post-teen pop']",50
1gUi2utSbJLNPddYENJAp4,Abhi The Nomad,"['desi hip hop', 'pop rap']",55
7z8fkGpUDt6eb6fyysRTH9,Skan,"['bass trap', 'traprun']",51
4M6YdvdCPW1fvQYbLwmNWZ,Karunesh,"['meditation', 'new age']",47
3t7UqWteBBmHXkcVhMSyay,Leonel Garcia,"['latin pop', 'mexican pop']",62
0K05TDnN7xPwIHDOwD2YYs,Mili,['otacore'],53
3hyEbRtp617pNCuuQjyOmc,Lost Kings,"['edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'pop rap', 'tropical house']",58
0VuyN0xzSqykiDB2MxihTe,Sakis Rouvas,"['greek pop', 'laiko']",40
7MiDcPa6UiV3In7lIM71IN,Gusttavo Lima,"['arrocha', 'sertanejo', 'sertanejo universitario']",79
1RyvyyTE3xzB2ZywiAwp0i,Future,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",87
6QtJ6BVdj43aDpgjnVp2tY,Mohammed Irfan,"['desi pop', 'filmi', 'modern bollywood']",59
6d9SnuHI2bRer7c76d8sLq,Bro Safari,"['bass trap', 'brostep', 'electro house', 'electronic trap', 'moombahton']",38
68DWke2VjdDmA75aJX5C57,Yelawolf,"['alabama rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",64
0SCbttzoZTnLFebDYmAWCm,Glee Cast,"['glee club', 'hollywood', 'post-teen pop']",70
14zUHaJZo1mnYtn6IBRaRP,Justin Quiles,"['latin hip hop', 'reggaeton', 'trap latino']",79
4LbK7Z2FZbXlk60XtDZlUs,Proyecto X,['corridos alternativos'],27
7LA4bHpsuQA1bNuxHpqeIT,Mike Birbiglia,"['clean comedy', 'comedy']",40
6DwziXuEMIoXk1xXJCscbr,TeraBrite,"['candy pop', 'pixie']",36
4V8LLVI7PbaPR0K2TGSxFF,"Tyler, The Creator","['hip hop', 'rap']",83
30YHp6jELIUSYUGssR9JRY,Vladimir Cosma,"['classic soundtrack', 'french soundtrack', 'vintage french electronic']",45
1CFCsEqKrCyvAFKOATQHiW,Lecrae,"['ccm', 'christian hip hop', 'christian music', 'worship']",64
0xpJGyjbEzkWSNfcf2tcMl,Intervals,"['djent', 'instrumental djent', 'instrumental rock']",46
6BHFzhrhbK5ogpJ8H2z71Y,Banda La Ejecutiva de Mazatlan Sinaloa,"['banda', 'banda carnavalera', 'musica mexicana', 'nueva musica mexicana']",44
34KgepLllQVW6H6jP2VyGs,Tayyib Ali,['indie pop rap'],27
74KM79TiuVKeVCqs8QtB0B,Sabrina Carpenter,"['alt z', 'dance pop', 'pop', 'post-teen pop']",73
6irRU9KRGb0cMtlsBZMg2i,Jim Johnston,['wrestling'],52
54R6Y0I7jGUCveDTtI21nb,Boney M.,"['disco', 'europop']",69
4K6blSRoklNdpw4mzLxwfn,Kumar Sanu,"['classic bollywood', 'desi pop', 'filmi', 'modern bollywood']",71
3P1ULKxhVEpywj0hogWT44,Count Bass D,"['alternative hip hop', 'hip hop', 'jazz rap']",44
3ewd1UqC9cTejovPED15BS,Heartist,"['electronicore', 'post-screamo']",30
5q8HGNo0BjLWaTAhRtbwxa,Brantley Gilbert,"['contemporary country', 'country', 'country road', 'modern country rock']",65
0du5cEVh5yTK9QJze8zA0C,Bruno Mars,"['dance pop', 'pop']",86
5Uw3hCC51pNjdsD2MOs72K,Shiga Lin,"['c-pop', 'cantopop']",43
6I9TgZbapKRXsunA05fiPl,Fredo Santana,"['chicago drill', 'chicago rap', 'drill', 'plugg', 'trap', 'underground hip hop', 'vapor trap']",42
4fW1uloIAdN45rVwGUfWt8,Ralf Bendix,"['classic schlager', 'vintage schlager']",26
0AJ9YvsEOnAqMB9Q15TfYQ,Nicola Fasano,[],48
0DRf6JJDQnRnz0Yp209CmH,Stadiumx,"['edm', 'electro house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'sky room']",47
6kACVPfCOnqzgfEF5ryl0x,Johnny Cash,"['arkansas country', 'outlaw country']",72
2U5mF0PZqGu6glnz55yY0y,John Roa,['opm'],57
5dHt1vcEm9qb8fCyLcB3HL,A$AP Ferg,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",70
4C20AUsp5T2VNHmzSTSzYn,King Woman,"['bay area indie', 'doomgaze', 'gaian doom', 'post-doom metal']",37
5he5w2lnU9x7JFhnwcekXX,Skrillex,"['brostep', 'complextro', 'edm', 'electro']",73
66YGDwn22fjphzqGCSIbbK,Reignwolf,"['garage rock', 'modern alternative rock', 'modern blues rock', 'modern hard rock', 'modern rock', 'punk blues', 'rock', 'saskatchewan indie']",53
0SJy1J0FgP21lbvGBMKT8H,Camila Moreno,"['chilean indie', 'chilean rock', 'latin rock', 'nueva trova chilena', 'trova']",37
7bXgB6jMjp9ATFy66eO08Z,Chris Brown,"['dance pop', 'pop', 'r&b']",87
0YhUSm86okLWldQVwJkLlP,Bad Suns,"['indie poptimism', 'la indie', 'modern alternative rock', 'modern rock']",58
1qiwaJwjKod5WhcYZ76O1B,Tim Hecker,"['ambient', 'art pop', 'canadian experimental', 'compositional ambient', 'drift', 'drone', 'electronica', 'experimental', 'experimental rock', 'fourth world', 'intelligent dance music', 'microhouse', 'new isolationism', 'warm drone']",43
1QNEVFk8MjculKl5977kfy,The Taxpayers,"['anti-folk', 'folk punk', 'portland punk']",49
1l7ZsJRRS8wlW3WfJfPfNS,Christina Aguilera,"['dance pop', 'pop', 'post-teen pop']",76
6mMtnxEQkYoY5FfJIQ9Rhb,Runtown,"['afro dancehall', 'afropop', 'nigerian pop']",49
0uWNGisbRTdz6E5O3V3Sc8,Kristene DiMarco,"['anthem worship', 'ccm', 'deep ccm', 'world worship', 'worship']",49
7r2uG6BlFXKcwmh9ItqlII,Wrabel,"['alt z', 'australian pop', 'electropop', 'neo mellow', 'pop', 'pop rock']",62
7nqOGRxlXj7N2JYbgNEjYH,SEVENTEEN,"['k-pop', 'k-pop boy group']",78
2WImpqiHxgOKw0sXNOGtWl,Bad Lip Reading,"['antiviral pop', 'comic']",44
1B62oENW0VGjnBBUvwkYtX,No Suits,"['indie r&b', 'la pop']",42
64KEffDW9EtZ1y2vBYgq8T,Marshmello,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",82
4KSIIR6dY7MPuq5WRWfS56,Ruff-N-Smooth,"['afro dancehall', 'afropop', 'azonto', 'azontobeats', 'hiplife']",28
1XpVrDPWfcwfoiibRjyBvc,Khleo Thomas,[],18
0MvSBMGRQJY3mRwIbJsqF1,Royal Philharmonic Orchestra,"['british orchestra', 'orchestra']",66
2lDf4hYD0RvgNtYgblvb4i,Tori Harper,"['ccm', 'christian pop']",31
1pcufq5QrAZE0kBRQS65DM,CASS,"['christian pop', 'nz christian']",43
16QCJENzcdhwka9bTKYMVB,Touche Amore,"['alternative emo', 'chaotic hardcore', 'dreamo', 'emo', 'melodic hardcore', 'modern melodic hardcore', 'screamo']",43
7eFa5ZzDWxhQK2WKIBF6AF,Red Hot Chilli Pipers,"['bagpipe', 'celtic rock']",40
1URnnhqYAYcrqrcwql10ft,21 Savage,"['atl hip hop', 'rap']",90
5v3TYN6Mmi5vxV2uSOfXot,Guaco,"['classic venezuelan pop', 'gaita zuliana', 'pop reggaeton', 'salsa venezolana', 'tropical']",51
65Hl3kqIp39UAQcG4FgSHN,Brabo Gator,"['country rap', 'redneck']",47
1cA379ILgR07m7XQVXyP6Q,Sneazzy,"['french hip hop', 'pop urbaine', 'rap francais']",52
5hNiAUVPCTgcpy8vljCxzs,Ellie Holcomb,"['ccm', 'indiecoustica']",55
432R46LaYsJZV2Gmc4jUV5,Joy Division,"['alternative rock', 'art rock', 'madchester', 'new wave', 'post-punk', 'rock', 'uk post-punk']",62
25pTusc0JzQ8ccENrKcOt8,Ten Sleep,['kingston on indie'],26
5XlSS9O4eHRiJ0hKzbaFQ2,Kari Jobe,"['ccm', 'christian alternative rock', 'christian music', 'world worship', 'worship']",58
2tRg9tU9VRKsmTr2ihZCEs,Henry Hall,['la indie'],25
1Tsag5J854qxeOo2apszug,Silverstein,"['canadian post-hardcore', 'canadian rock', 'metalcore', 'pop punk', 'post-hardcore', 'screamo']",57
1Yy64kzIO5Ryx7iuHqoImy,Mayhem,[],29
3bftc5j1AgTLzDrycR3PLb,Easter,['dark synthpop'],31
4AGwPDdh1y8hochNzHy5HC,RAC,"['alternative dance', 'electropop', 'indie poptimism', 'indie rock', 'indietronica', 'metropopolis', 'modern rock', 'vapor soul']",61
3kklzjWziqW7RX5jQjsRnb,Kartellen,"['swedish gangsta rap', 'swedish hip hop', 'swedish reggae', 'swedish trap pop']",45
5IcR3N7QB1j6KBL8eImZ8m,ScHoolboy Q,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",71
3sz499SWVWLPlXBbmiZvNs,Lorenzo Santamaria,['pop romantico'],44
2DLlb2Se6eF0mMTYffyAcn,IAMNOBODI,"['indie r&b', 'indie soul', 'vapor twitch']",45
21TinSsF5ytwsfdyz5VSVS,dodie,"['alt z', 'indie pop', 'pop']",60
5ZS223C6JyBfXasXxrRqOk,Jhene Aiko,"['pop', 'r&b', 'urban contemporary']",76
0WO1Yn4pcC30HOKLD68JKm,You+Me,[],38
6xWxKaEFEKU3r7AUzUKylT,Clark Johnsen,['show tunes'],42
0PNyNiPpI6zQnbQyXDPQzu,Linn Brikell,"['acoustic cover', 'channel pop', 'viral pop']",44
0TnOYISbd1XYRBk9myaseg,Pitbull,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",81
6vXTefBL93Dj5IqAWq6OTv,French Montana,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",74
7rDHusYGKfhI7ZNIGeUibU,Jose Padilla,['chill lounge'],39
20sxb77xiYeusSH8cVdatc,Meek Mill,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",74
1HxtfSGL8pWUwAyVgpbU5B,Anderson Freire,"['adoracao', 'brazilian gospel']",57
6roDXEmZ6AARdOUv6x5U2v,Felix Cartal,"['canadian electronic', 'edm', 'electro house', 'electropop', 'pop', 'pop dance', 'pop edm', 'tropical house']",54
7vCtweS8UVAXTyau2j0rDT,Josh Turner,"['contemporary country', 'country', 'country road']",63
2D0u6nyYzRpoDvJe6sOBXu,Valleyz,[],32
2C6i0I5RiGzDKN9IAF8reh,Banda MS de Sergio Lizarraga,"['banda', 'musica mexicana', 'norteno']",78
2OIJq28O1lXrZ2x3NGSk8P,Pablo Nouvelle,"['swiss indie', 'vapor soul']",45
0sDJfnuudhMaEmFPvALK2e,Kutiman,['israeli indie'],42
480xKab3lUPhBBnCzlzqIu,Taylor Davis,"['bow pop', 'otacore', 'pop violin', 'scorecore']",48
6rJ1GwtHin2BJbKLuNn9pi,Jazzinuf,['chillhop'],55
0S3L6vtzNN4ArFWH2709SB,Salt Of The Sound,"['ambient worship', 'instrumental worship']",42
2oQX8QiMXOyuqbcZEFsZfm,El Alfa,"['dembow', 'rap dominicano', 'reggaeton', 'trap latino']",76
2lolQgalUvZDfp5vvVtTYV,Tony Bennett,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",62
1jH3GuQCPI87UrS0hcScHr,Paul Baloche,"['ccm', 'christian alternative rock', 'christian music', 'classic praise', 'french worship', 'world worship', 'worship']",42
4fN32efNcPfJXVJ151noby,Jungle Fire,"['afrobeat', 'latin afrobeat', 'nu-cumbia']",33
5XmQ2g7xxwA3I0o6LWXM2N,Minako,[],30
2gRP1Ezbtj3qrERnd0XasU,Camila,"['latin arena pop', 'latin pop']",69
6cwRqYSDYwWsLveCcDRhyY,Skrux,"['chillstep', 'future bass', 'melodic dubstep', 'pop edm']",39
5IlWFdNUgNdNDs50YtHoNf,Kashmere Stage Band,"['deep funk', 'instrumental funk']",27
2OHKEe204spO7G7NcbeO2o,Nejo,"['latin hip hop', 'perreo', 'reggaeton', 'reggaeton flow', 'trap latino']",67
67OIf7vgqZq9qFuDqmCFyI,"The ""5"" Royales","['doo-wop', 'rhythm and blues', 'rock-and-roll']",25
0spHbv2fw49lDMkbOAdaqX,WWE,['wrestling'],61
3IW7ScrzXmPvZhB27hmfgy,Jul,"['francoton', 'rap marseille']",78
2sudy981RKHBlYmb5ByWSy,Banda Bucanera,"['banda', 'banda carnavalera', 'nueva musica mexicana']",42
4sTcgUXJRSvSQHei3ZQUBR,Juaneco Y Su Combo,"['chicha', 'cumbia amazonica', 'cumbia peruana', 'peruvian rock']",34
2ApGJ6o1AkNPjkFrnJQLKM,Neuman,"['granada indie', 'latin rock', 'spanish indie pop']",30
0HDMwoCS316xhKCZlJPBnc,Sevn Alias,"['antilliaanse rap', 'dutch hip hop', 'dutch rap pop']",60
1LzWWI9v4UKdbBgz8fqi15,Tayla Parx,[],42
3nFkdlSjzX9mRTtwJOzDYB,JAY-Z,"['east coast hip hop', 'hip hop', 'rap']",82
2OUgs5INWK2UEvZ6amWiJr,Eduardo Costa,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",64
4aXXDj9aZnlshx7mzj3W1N,Lin-Manuel Miranda,"['hollywood', 'show tunes']",70
3E1183KUB3zNns8aU66tQT,Sherry?,[],22
3QN85cB7Cehb4ZLjpRW2Jt,Vera Brezhneva,"['russian dance pop', 'russian pop', 'ukrainian pop']",37
4UNta2jPQJ844nyw1bsyPg,CityAlight,"['anthem worship', 'roots worship']",54
382aq8Pij5V2nE2JMHMoxl,Hoodie Allen,"['indie pop rap', 'pop rap']",57
7aRC4L63dBn3CiLDuWaLSI,G.E.M.,['mandopop'],63
3MXwHgXTLymeCniKY1H3aM,Bridde Boys,"['dutch hip hop', 'dutch rap pop']",29
0wr85NuJuAYZsRzP1lJgiV,Wildstylez,"['classic hardstyle', 'euphoric hardstyle', 'rawstyle']",56
5xuNBZoM7z1Vv8IQ6uM0p6,JoJo,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",61
3qQgY6bwLUYIkxPWTaafHR,Parov Stelar Trio,"['electro swing', 'nu jazz']",35
3R4ghTFr16VfqxYeDyERee,MOTHXR,"['brooklyn indie', 'vapor soul']",25
4BYxqVkZyFjtik7crYLg5Q,Chris Young,"['contemporary country', 'country', 'country road']",66
69BUYvpG9MbjCyIZfsFdhJ,Reyli Barba,"['latin pop', 'mexican pop', 'ranchera', 'rock en espanol', 'tropical']",62
4TFmgYfhLJxF6nL8WDSnWV,Kaya Project,"['psychill', 'psydub', 'world fusion']",40
4uFZsG1vXrPcvnZ4iSQyrx,C418,"['dream smp', 'minecraft']",68
7ik758oYwkKmQtbZtAdOOm,Raised Fist,"['skate punk', 'swedish hardcore']",40
0VlR93v41JFZlo1tRAgy2A,Ballout,"['chicago bop', 'chicago rap', 'drill', 'vapor trap']",39
0vWCyXMrrvMlCcepuOJaGI,Boys Like Girls,"['neo mellow', 'neon pop punk', 'pop punk', 'pop rock', 'post-teen pop']",60
20JZFwl6HVl6yg8a4H3ZqK,Panic! At The Disco,['modern rock'],77
4W3fa7tiXGVXl3KilbACqt,Gustavo Santaolalla,"['argentine ambient', 'latin classical', 'latin soundtrack', 'orchestral soundtrack', 'soundtrack']",62
3AA28KZvwAUcZuOKwyblJQ,Gorillaz,['alternative hip hop'],79
2ZRrPOjBIWoKK5rHedLijj,Abhijeet,"['classic bollywood', 'desi pop', 'filmi', 'modern bollywood']",64
2fqgzLpPOMc7GMw9qcOfQT,Atli Orvarsson,"['nordic soundtrack', 'scorecore', 'soundtrack']",47
49zZ2lRNpfwWfUnASUxCYW,Uncle Lucius,"['roots rock', 'texas country']",52
0RmQkIqqDYOobCkiWcSvsY,Samanta,"['albanian hip hop', 'albanian pop', 'chalga']",38
26JloX1vHxGGrGUVeMItFJ,iamjakehill,"['dark trap', 'emo rap', 'pop rap', 'sad rap']",68
6LqNN22kT3074XbTVUrhzX,Kesha,"['dance pop', 'pop', 'post-teen pop']",75
2lrtGWxNXWjd0JzDLKXubI,Berner,"['cali rap', 'gangster rap', 'hyphy', 'oakland hip hop', 'rap', 'southern hip hop', 'trap']",60
33bzrYoIWLx5uox3y0VtHn,Greensky Bluegrass,"['banjo', 'bluegrass', 'jam band', 'jamgrass', 'midwest americana', 'new americana', 'progressive bluegrass', 'roots rock']",47
3OsRAKCvk37zwYcnzRf5XF,Moby,"['downtempo', 'electronica']",67
55Aa2cqylxrFIXC767Z865,Lil Wayne,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",84
4oVMLzAqW6qhRpZWt8fNw4,Kailash Kher,"['desi hip hop', 'desi pop', 'filmi', 'indian folk', 'modern bollywood', 'sufi']",63
0z4gvV4rjIZ9wHck67ucSV,Akon,['dance pop'],79
6SKEuFZYhaTytrhtJjgnO2,Andreya Triana,"['british soul', 'neo soul', 'ninja']",49
25fqWEebq6PoiGQIHIrdtv,Baauer,"['bass trap', 'edm', 'electro house', 'electronic trap', 'vapor twitch']",52
5PbpKlxQE0Ktl5lcNABoFf,Car Seat Headrest,"['alternative rock', 'indie pop', 'indie rock', 'rock']",60
1qDjgJp4309K5Luv08G0gz,Musica De Movimiento,['latin worship'],27
64g59lHsc4g2jMFokrKDGW,My Darkest Days,"['alternative metal', 'christian rock', 'nu metal', 'post-grunge']",59
6UiJwR29GXZroy2iiUDQun,Samsonyte,['dfw rap'],37
3t58jfUhoMLYVO14XaUFLA,Pat Metheny,"['avant-garde jazz', 'contemporary post-bop', 'jazz', 'jazz fusion', 'jazz guitar']",50
2RKcy8YT2w2QYn0D7TjiIi,Cacife Clandestino,"['brazilian hip hop', 'trap brasileiro']",54
2FsZnS8gQ8jG1HGnPYNlm9,Jamie N Commons,"['modern alternative rock', 'modern blues rock']",54
6tbLPxj1uQ6vsRQZI2YFCT,In This Moment,"['alternative metal', 'melodic metalcore', 'nu metal']",60
0EqkKYDK9EkKY5N7zU3FPv,Annalisa,"['italian adult pop', 'italian pop']",61
3CGuwWgoCYSO5Z72H5G2Ec,Kita Alexander,"['aussietronica', 'australian indie', 'australian pop']",43
2c3PFZtun8HemDbDfRPV6G,Boombox,"['ukrainian folk rock', 'ukrainian pop', 'ukrainian rock']",49
5rwUYLyUq8gBsVaOUcUxpE,Lawrence,"['nyc pop', 'retro soul']",52
6ROpkOxyzXCMzyaoI1kEXx,Gerardo Moran,"['cumbia ecuatoriana', 'ecuadorian pop']",41
3FUY2gzHeIiaesXtOAdB7A,Train,"['dance pop', 'neo mellow', 'pop', 'pop rock']",71
74w7jlHFeZ4x6cHFaHfHtf,Marcus Anderson,"['instrumental funk', 'smooth jazz']",36
4Rj9lQm9oSiMlirgpsM6eo,Sauti Sol,"['afropop', 'azontobeats', 'gengetone', 'kenyan pop']",48
3gBQ1U5dXpRXS6tlbyNTDM,Elizabeth Mitchell,"[""children's folk"", ""children's music"", 'kindie rock']",48
6VVG93SFF6JwkRgD7FYpZg,Doe,[],19
6e7QpHYqEiyJGiM98IysLa,The Highwaymen,['outlaw country'],58
2Otnykd696YidQYfEGVmNq,Vicente Garcia,"['bachata', 'dominican pop', 'latin alternative', 'latin pop', 'reggae en espanol']",61
7CwiLiC1S8B69RMPxbDb6S,DLD,"['latin alternative', 'latin arena pop', 'latin rock', 'mexican rock', 'rock en espanol']",61
5zExRf0VQCl3GO4Jrj8r0s,The Toxic Avenger,"['electro house', 'filter house']",48
3SsgzNhEvdhJV7viv0clbc,Martyr Defiled,"['deathcore', 'progressive deathcore']",22
29aw5YCdIw2FEXYyAJZI8l,Harris Jayaraj,"['filmi', 'tamil pop']",69
59xljcfdN2Z9VX2U5RFKEa,Bent,"['electronica', 'nu jazz', 'trip hop']",44
09kCHZp9iFO2FJNb9lR6G5,Megan Davies,"['acoustic cover', 'channel pop', 'viral pop']",52
7as5DY4Rz9jac9tgoTrj9H,Basta,"['russian gangster rap', 'russian hip hop', 'russian pop']",53
2wqF6dCN8bQp7TN0eNDSsc,Chris Howland,['christian hip hop'],40
57JVa2arbT41WF9qmi7C5E,Baby Gas,"['cali rap', 'west coast trap']",41
5CC2At3k0Xnyc5s9yHdyax,Roberta Campos,"['folk brasileiro', 'mpb', 'nova mpb']",55
331m5tLxS4H6mBbwO9hCXY,Luke Conard,['viral pop'],30
6RpuyfgMkG8lr9QD5tM8tu,Trippy tha Kid,[],29
0XJ5RIvhlOL0harjI9jZvX,I AM THEY,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'world worship', 'worship']",56
4sQNUQjOYj9rV2sdfJ8laS,Angerfist,"['gabba', 'hardcore techno', 'tekk', 'uptempo hardcore']",57
6dROiL44pIQZVNZ6Bc0OJO,Pleasure P,"['hip pop', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary']",48
4jaTFsCTmYIMLy645JIemX,N,"['swedish gangsta rap', 'swedish hip hop', 'swedish trap pop']",34
6eLpNMX3ZygSrUuxAlIWIx,Eve Ai,"['mandopop', 'taiwan pop', 'taiwan singer-songwriter']",47
1FClsNYBUoNFtGgzeG74dW,Hank Williams,"['honky tonk', 'traditional country', 'yodeling']",55
29ijED2bnnprp2TciAK1aO,Drake White,['contemporary country'],52
1n2pb9Tsfe4SwAjmUac6YT,Jake Owen,"['contemporary country', 'country', 'country road']",63
0LlH3BrcSkLqcQ1flElWNJ,Resistencia Suburbana,"['argentine reggae', 'argentine rock', 'latin alternative', 'reggae en espanol', 'rock en espanol', 'ska argentino']",46
0vMGGYcvLOnwg7t4kl33BA,Sammy Johnson,"['jawaiian', 'pacific islands pop']",49
0CDUUM6KNRvgBFYIbWxJwV,Dawes,"['indie folk', 'indie rock', 'modern folk rock', 'new americana', 'pop rock', 'roots rock', 'stomp and holler']",49
7lqaPghwYv2mE9baz5XQmL,Tally Hall,"['ann arbor indie', 'indie pop']",61
5fYK1OY4UV4jOzphj0pokE,Purple Velvet,['lo-fi house'],26
1VuDXcZRFMb2Kcv04m9Wj3,ELEW,"['classify', 'piano cover']",24
0gadJ2b9A4SKsB1RFkBb66,Passenger,"['folk-pop', 'neo mellow']",69
7dOBabd5O4CvKrg4iriHTM,Kid Rock,"['alternative metal', 'nu metal']",65
6eUofOqC7jS5aPeTa1a71y,Fred Cheng,['cantopop'],28
5W9IQJnGvBYP8VOChmSpU6,New Wine,['latin worship'],51
1S2ap9GFCRr2F8JlSzEieK,Corners,['indie garage rock'],29
2BhSSiFfl7HHN969F0uEa6,Stash Konig,[],32
244uLu9lkdw39BJwlul3k8,Perturbator,"['cyberpunk', 'darksynth', 'synthwave']",52
3PzqP5IkpLhlSdZLh7jwPn,WagakkiBand,"['idol rock', 'kawaii metal', 'oriental metal', 'shamisen']",47
0YinUQ50QDB7ZxSCLyQ40k,Mustard,"['cali rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",72
7i3ucpl9nZqSaCH4ufVOB4,Gusi & Beto,"['pop reggaeton', 'vallenato', 'vallenato moderno']",36
4uGB0nZ5d1iCXS3sHR3pzm,Gokhan Turkmen,['turkish pop'],61
17lzZA2AlOHwCwFALHttmp,2 Chainz,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",75
6LeQCEIxUUhArB2QBzSeOr,Amy Samu,"[""children's music""]",31
1MAUqH0haKBYbjpknTfreY,PENOMECO,"['k-pop', 'k-rap', 'korean r&b']",50
4Rxn7Im3LGfyRkY2FlHhWi,Nick Jonas,"['dance pop', 'edm', 'pop', 'post-teen pop']",63
4z6yrDz5GfKXkeQZjOaZdq,DAVICHI,"['k-pop', 'korean pop']",54
2Z0lRIqr997lIUiPtrpKCr,Matheus & Kauan,"['arrocha', 'pop nacional', 'sertanejo pop', 'sertanejo universitario']",75
6xrCU6zdcSTsG2hLrojpmI,Jose Gonzalez,"['gothenburg indie', 'indie folk', 'stomp and holler', 'swedish indie folk', 'swedish indie pop', 'swedish singer-songwriter']",63
5M9Bb4adKAgrOFOhc05Y50,Pablo Alboran,"['latin arena pop', 'latin pop', 'spanish pop']",73
0UWZUmn7sybxMCqrw9tGa7,Juanes,"['colombian pop', 'latin pop', 'mexican pop', 'rock en espanol', 'tropical']",75
2auikkNYqigWStoHWK1Grq,John Martin,['pop edm'],66
3xNhaqwvNIAP57dWgMTP1d,Cornelio Vega y su Dinastia,"['corrido', 'corridos tumbados', 'musica mexicana', 'nueva musica mexicana', 'sad sierreno']",57
2Kx7MNY7cI1ENniW7vT30N,Norah Jones,"['contemporary vocal jazz', 'jazz pop', 'neo mellow']",71
0rTP0x4vRFSDbhtqcCqc8K,Ronghao Li,"['chinese singer-songwriter', 'mainland chinese pop', 'mandopop']",55
0kqRUwSJCCooeI3hNRsghY,Johnny Rain,['trap soul'],42
43sZBwHjahUvgbx1WNIkIz,Creed,"['alternative metal', 'nu metal', 'pop rock', 'post-grunge', 'rock']",65
6akDfyocmsREgR5eUXZt3I,Bely Basarte,['latin viral pop'],45
4D9H6CaKzDTaN1EbAHypYg,Dwarves,"['chicago punk', 'hardcore punk', 'power-pop punk', 'punk', ""punk 'n' roll"", 'ska punk', 'skate punk']",39
0B1prtAE9Ca9hTs0rUkjHG,MellowHigh,['underground hip hop'],30
0T5OJgMVjKIX3b3W3ekqOl,Rocko,"['atl hip hop', 'atl trap', 'dirty south rap', 'gangster rap', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",46
0p4ViyfJUTW0IT4SCBLexf,Drakeo the Ruler,"['cali rap', 'viral rap']",62
